state,month,median,lowerbound,upperbound,source,notes,publishdate
CO,7/15/2024,1840,1700,2010,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,1/15/2023,1240,1220,1260,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,2/15/2023,1130,1110,1150,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,3/15/2023,1400,1380,1420,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,4/15/2023,1200,1180,1220,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,5/15/2023,1210,1190,1240,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,6/15/2023,1160,1140,1180,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,7/15/2023,1190,1170,1210,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,8/15/2023,1300,1280,1320,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,9/15/2023,1180,1160,1210,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,10/15/2023,1300,1280,1320,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,11/15/2023,1190,1170,1220,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,12/15/2023,1300,1280,1330,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,1/15/2024,1350,1330,1380,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,2/15/2024,1180,1160,1210,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,3/15/2024,1340,1310,1360,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,4/15/2024,1200,1180,1230,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,5/15/2024,1280,1250,1320,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,6/15/2024,1190,1150,1230,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
CT,7/15/2024,1440,1410,1480,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
DC,1/15/2023,810,710,1010,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
