state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,populationsource,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
AK,2017,8.9,13.5,70.3,33.7,35.6,135.1,152.7,132.2,70.9,17.9,NA,3.6,12.2,6.7,7.1,16.8,13.1,11.2,5.8,2,5.7,8,47.4,22,23.2,97.1,115.2,99.9,53.7,13.1,NA,446.3,258.3,302.4,304.1,173.2,114.1,111.6,108.5,153,40,190,550,740,790,3140,4470,3620,1720,360,NA,50,100,150,160,390,380,310,140,40,27,114,372,486,513,2259,3369,2735,1303,266,NA,30,80,110,120,490,710,580,270,60,4750,14235,7855,22090,22090,23257,29237,27365,24250,20371,SEER,146570,1420,10445,96.2,71.3,9.7,135.8,2230,14090,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
AK,2018,4.3,10.5,70.7,32,32.9,135.9,147.5,132.3,69.4,17.5,NA,3.3,16,7.9,8,18,13.9,9.5,5.9,2.3,3,5.6,44.2,19.4,20.1,96.7,110.2,101.6,52.5,12.5,NA,592.3,362.7,405.6,400.2,186.4,126,93.8,111.9,182.8,20,150,550,700,720,3070,4200,3610,1730,360,NA,50,120,170,170,410,400,260,150,50,14,79,344,423,437,2182,3140,2767,1304,256,NA,20,80,100,100,480,670,580,280,60,4710,13994,7781,21775,21775,22558,28502,27246,24856,20441,SEER,145378,1430,10086,94.1,69.4,9.8,141.7,2160,13680,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
AK,2019,5.8,10.7,62.1,29.1,30.4,132.6,148.7,126.4,71.3,19.5,NA,3,12.8,6.5,6.6,18.2,14.7,10.2,6.2,2.6,4.4,6.2,40,18.3,19.3,93.8,110.4,96,53.7,13.8,NA,474.6,321.3,354.8,342.3,193.8,133.4,106.1,114.5,189.6,30,150,480,620,650,2900,4150,3460,1800,400,NA,40,100,140,140,400,410,280,160,50,21,86,307,393,414,2053,3084,2628,1356,287,NA,20,70,90,100,450,660,550,290,60,4765,13786,7677,21463,21463,21878,27937,27380,25235,20731,SEER,144624,1440,9822,92.4,67.9,10,146.6,2110,13370,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
AK,2020,6.9,9,63,28,29.5,129.6,144.2,124.8,67.7,17.3,NA,3.5,11.2,6.2,6.6,18.4,13.1,9.5,5.2,2,4.2,4.3,42.2,17.7,18.6,91.1,108.2,95.4,51.7,12.6,NA,803.5,265.3,350.7,353.2,202.4,120.7,99.2,100,160,30,130,470,600,630,2780,3860,3440,1740,370,NA,50,80,130,140,400,350,260,130,40,19,60,318,378,397,1954,2896,2629,1326,267,NA,20,70,90,90,430,610,550,280,60,4550,13855,7533,21388,21388,21452,26770,27571,25658,21223,SEER,144062,1320,9469,89,65.7,9.2,139.5,2030,12820,, 3 Oct 2024
AZ,1988,14.4,79.3,192.3,126.6,129.2,228.7,191,114.7,46.6,9.5,5.5,23.7,61.1,39.4,40.4,53.8,33.1,18.7,9.3,2.4,6.9,44.3,104.3,69.4,70.6,141.2,128.8,78.4,30.4,5.7,791.1,535.4,586.3,567.4,571.4,381.2,257.3,238.2,305.2,414.4,330,5910,10320,16240,16560,31400,30460,17440,6240,1060,130,1770,3280,5050,5180,7390,5280,2840,1240,270,159,3305,5595,8900,9059,19394,20539,11925,4064,642,40,840,1450,2290,2330,4620,4640,2670,940,160,22887,74560,53668,128228,128228,137335,159436,152061,133900,111670,SEER,822630,22200,65623,125.4,79.8,27,338.3,15340,103170,, 3 Oct 2024
AZ,1992,14.8,81.8,205,131,134,225.2,182.5,116.1,52.6,10.8,5.6,19.3,50.1,31.6,32.7,52.5,31.2,17.4,10,2.9,7.2,50.5,124.9,80.2,81.7,139.5,123.5,80.8,34.7,6.3,768.8,381.4,401.2,393.7,400.5,376.6,252.5,214.9,289.5,455,380,6220,10350,16570,16960,31640,28360,19490,8020,1450,140,1470,2530,3990,4140,7380,4850,2920,1530,390,188,3842,6305,10147,10335,19597,19190,13567,5285,855,50,910,1510,2430,2480,4660,4320,3000,1210,210,25934,76048,50471,126519,126519,140493,155417,167869,152478,134897,SEER,877673,21200,68829,120.7,78.4,24.2,308,15890,105910,, 3 Oct 2024
AZ,1996,12.8,76.2,174,115,117.6,215.4,172,114.5,53.7,12.7,4.3,18.4,38.7,26.5,27.4,42.1,27.1,15,9.7,2.8,6.8,46.6,109.5,71.5,72.9,140.9,118.5,81.7,35.9,7.9,633.7,396,353.5,370.2,375.3,298.5,228.9,183.2,271.9,358.6,410,7080,10620,17690,18110,32210,29300,20950,9880,2080,140,1710,2360,4080,4210,6290,4620,2740,1790,470,217,4326,6683,11009,11226,21074,20180,14948,6589,1305,60,1040,1570,2610,2670,4840,4500,3260,1500,310,32066,92890,61022,153912,153912,149522,170333,183034,183785,164465,SEER,1005051,20120,75322,112,74.9,20,267.1,17080,112520,, 3 Oct 2024
AZ,2000,10.9,63.2,163.5,104.4,106.6,203.4,180.2,126.6,57,13.6,3.3,12.9,33.7,21.5,22.1,34.5,22.3,14.2,7.5,2.7,6,40.9,105.4,67.4,68.6,137.9,129.7,92.5,40.6,8.8,542.4,315.9,320.1,318.6,322.6,250.6,172.3,153.3,183.5,308.7,390,6650,11990,18630,19020,35380,32150,22460,11000,2560,120,1360,2470,3830,3950,6010,3990,2520,1440,510,218,4296,7722,12018,12236,23976,23136,16411,7850,1664,60,990,1790,2790,2840,5400,5030,3530,1710,380,36084,105120,73295,178415,178415,173916,178397,177429,193155,188420,SEER,1089732,18410,85273,112.5,78.3,16.9,215.9,18900,122580,, 3 Oct 2024
AZ,2005,8.1,51.2,150.6,90,91.7,198,181.5,140.1,65.1,14.8,2.5,9.2,31.2,17.8,18.3,34.5,21.4,13.8,8.2,2.9,4.4,34.3,96.9,58.7,59.6,133.4,131.6,104.1,46.8,9.6,566.8,267.6,322.1,302.7,306.8,258.4,162.6,132.2,175.2,304.6,340,6290,11840,18130,18470,39440,36860,26770,12520,3060,110,1130,2450,3580,3690,6870,4350,2630,1580,610,186,4212,7616,11828,12014,26573,26730,19895,8992,1995,50,960,1770,2720,2770,6000,5780,4240,1960,460,41922,122903,78594,201497,201497,199191,203100,191103,192268,206736,SEER,1193895,19710,96199,114.9,80.6,16.5,204.9,21210,137120,, 3 Oct 2024
AZ,2006,8.1,51.5,153,91.1,92.7,204,180.8,140.9,68.2,16.2,2.9,8.7,27.3,16,16.6,31.7,19.1,13,8,3.7,4,34.9,102.5,61.2,62.1,140.9,133.2,105.5,49.5,10.1,728.2,250.4,266.4,260.8,267,225.1,143.5,123.2,162.3,362,340,6590,12480,19070,19410,41080,38960,27200,13640,3360,130,1120,2230,3340,3470,6390,4120,2510,1610,760,172,4466,8358,12824,12996,28379,28695,20367,9892,2100,50,1010,1890,2900,2950,6310,6150,4320,2140,500,42550,127834,81548,209382,209382,201354,215474,192985,199961,207042,SEER,1226198,18850,102429,117.2,83.5,15.4,184,22370,143650,, 3 Oct 2024
AZ,2007,11.3,48.4,148,87.5,89.8,195.5,178,142.5,65.9,16.1,5.7,7.5,25.4,14.5,15.7,29.1,18.9,12,7,3.5,4.2,33.4,100,59.6,60.4,136.2,131.1,107.8,48.5,10.1,1364.9,224.5,254.1,244.1,259.6,213.9,143.9,110.9,143.6,349.2,490,6340,12560,18900,19390,40010,39160,27810,13540,3290,250,980,2160,3140,3390,5960,4150,2330,1430,730,181,4379,8489,12868,13049,27875,28833,21037,9968,2079,60,970,1910,2890,2950,6170,6180,4440,2140,490,43242,130982,84883,215865,215865,204621,220007,195182,205433,204918,SEER,1246026,17990,102841,114.9,82.5,14.4,174.9,22370,143200,, 3 Oct 2024
AZ,2008,7.8,47.1,133.9,82.3,83.8,187.3,175.8,139.2,66.7,14.9,3,8.3,25.7,15.3,15.9,33.1,20.7,12.7,8,2.9,3.8,31.6,88.1,54.5,55.2,125.7,127.6,104.4,48.2,9.8,782.4,262.2,291.9,281.6,288.3,263.5,161.9,121.5,166.5,298.1,340,6200,12000,18190,18530,39090,38870,27560,13850,3020,130,1090,2300,3390,3520,6910,4570,2510,1670,590,164,4164,7887,12051,12215,26240,28207,20662,10016,1979,50,940,1810,2750,2800,5940,6100,4380,2170,450,43278,131594,89563,221157,221157,208701,221050,197927,207586,202829,SEER,1259250,19770,99319,111.9,78.9,15.7,199.1,21840,140930,, 3 Oct 2024
AZ,2009,4.7,38.2,118.6,71.3,72.2,167.8,167.1,131,62.8,14.7,1,5.6,20.8,11.8,12,28.5,19.4,12.2,7.6,2.6,3.1,26.8,79.7,48.6,49.2,113.7,121.4,98,45.4,9.9,315,207.4,261.1,243.7,244.5,251,159.8,124.5,166.3,258.9,210,5040,10930,15960,16170,35380,36470,26420,13020,2940,40,730,1920,2650,2690,6020,4240,2460,1570,510,133,3527,7347,10874,11007,23972,26507,19761,9414,1982,30,780,1660,2440,2470,5400,5730,4200,2040,450,43367,131749,92164,223913,223913,210866,218266,201693,207237,200589,SEER,1262564,17480,92643,103.3,73.4,13.8,188.7,20280,130400,, 3 Oct 2024
AZ,2010,4.6,31.8,101.8,60.5,61.4,151,159,126,61.3,14.3,1.4,4.6,15.7,9.1,9.4,23.7,17.1,11.5,7.1,2.6,2.5,22.3,70.5,42,42.5,104.1,116.9,94.5,44.6,9.5,574.6,206.4,222.4,217.4,221.5,227.6,145.9,121.6,160.2,274.6,200,4190,9320,13510,13710,32450,34050,25860,12550,2890,60,610,1440,2040,2100,5090,3650,2360,1460,530,108,2934,6455,9389,9497,22371,25027,19391,9119,1926,30,650,1430,2080,2110,4980,5370,4110,1970,440,43319,131774,91583,223357,223357,214935,214178,205281,204690,201732,SEER,1264173,15190,87331,96.1,69.1,12,174,18990,121510,, 3 Oct 2024
AZ,2011,4.3,27.3,98.5,56.1,56.9,143.8,158.1,125.1,63.2,15.5,1.4,4.3,16.7,9.3,9.6,23.6,19.2,12.4,7.8,3.2,2.3,18.8,66.8,38.2,38.6,98.3,114.2,92.9,45.5,10,576,229.9,250.5,244.5,248.4,240,167.7,133.6,171.1,316.7,190,3580,8760,12340,12530,32060,33750,26170,12700,3190,60,570,1490,2050,2110,5250,4090,2600,1570,650,102,2462,5940,8402,8504,21898,24377,19431,9150,2062,30,550,1340,1890,1910,4910,5280,4150,1990,480,43517,131205,88954,220159,220159,222870,213486,209243,200985,205965,SEER,1272708,16270,85422,94.6,67.1,12.8,190.5,18710,120400,, 3 Oct 2024
AZ,2012,3.3,26.4,92.5,52.9,53.6,137.2,159,126.5,63.2,15.7,1.3,3.6,14,7.8,8,21.4,17.7,11.8,7.1,3,1.6,18.7,64.3,37,37.3,94.7,116.3,94.6,46.1,10.3,789.4,191.3,217.3,209.5,214.4,226.5,152.2,124.4,154.5,296.8,140,3460,8150,11610,11760,31640,33840,26910,12730,3270,60,470,1230,1700,1760,4950,3770,2500,1440,640,70,2452,5667,8119,8189,21833,24745,20131,9289,2143,20,540,1260,1790,1810,4860,5330,4280,2000,490,43729,131225,88134,219359,219359,230593,212805,212810,201348,208677,SEER,1285592,15040,86330,93.5,67.2,11.7,174.3,18770,120140,, 3 Oct 2024
AZ,2013,2.4,21.6,84.7,46.9,47.4,131.8,157.4,123.6,63.2,14.6,0.5,3,12.3,6.7,6.8,19.1,16.4,11.2,6.8,2.5,1.6,15.3,59.4,32.9,33.3,92.4,116.1,92.8,46.5,9.9,290.4,195.8,206.6,203.6,204.4,206.5,141.7,120.8,145.6,251,110,2850,7450,10300,10410,30970,33720,26770,12830,3050,20,390,1080,1470,1490,4480,3520,2430,1370,520,71,2011,5221,7232,7303,21699,24872,20081,9433,2066,20,440,1150,1590,1610,4790,5330,4260,2020,470,44487,131584,87954,219538,219538,234951,214235,216498,203010,209231,SEER,1297463,13820,85454,90.7,65.9,10.6,161.7,18470,117740,, 3 Oct 2024
AZ,2014,1.8,18.9,77.3,42.2,42.5,128.3,155,127.7,66.1,15,0.5,2.6,10.6,5.8,5.9,18.2,15.8,10.1,6.5,2.7,1,13.4,54.7,29.8,30.1,90.3,114.6,97.1,49.1,10,470.3,192.8,193.4,193.2,195.2,201.7,138.2,104.4,133,269.5,80,2520,6840,9350,9440,30510,34020,27970,13580,3140,20,340,940,1280,1300,4330,3480,2220,1340,570,48,1783,4839,6622,6670,21459,25164,21271,10089,2098,10,390,1060,1450,1460,4720,5380,4480,2150,480,45764,133448,88435,221883,221883,237723,219506,219097,205546,209144,SEER,1312899,13240,86751,90.4,66.1,10.1,152.6,18670,118660,, 3 Oct 2024
AZ,2015,1.8,16.7,69.5,37.7,38.1,124.8,152,126.5,65.5,15.5,0.6,2.3,10.7,5.6,5.8,18,16.2,10.9,6.9,2.7,0.9,11.8,48.1,26.3,26.4,87.5,111.8,95.4,48.2,10.5,641.7,193.7,222.5,214.7,217.7,206,145.3,114.5,143.4,254.1,80,2270,6220,8490,8570,29480,34470,27810,13710,3220,30,310,960,1270,1300,4260,3680,2400,1450,550,42,1603,4307,5910,5952,20664,25347,20971,10101,2176,10,350,960,1310,1320,4560,5440,4430,2170,490,45489,135522,89593,225115,225115,236280,226689,219807,209437,207937,SEER,1325265,13640,85211,88.5,64.3,10.3,160,18410,117250,, 3 Oct 2024
AZ,2016,2.3,14.8,64.6,34.6,35.1,121.8,147.6,128.2,64.3,15.2,0.7,2.2,11.6,5.9,6.1,18.4,16.4,11.2,6.7,2.7,1.2,10.4,43.2,23.4,23.7,84.6,107.9,96.6,47.4,10.2,593.8,207.6,268.6,252.3,255.8,217.4,152.1,115.4,142.3,261.9,100,2040,5880,7920,8020,28590,34700,28410,13830,3140,30,300,1060,1350,1380,4320,3860,2470,1450,550,55,1426,3931,5357,5412,19868,25381,21410,10192,2108,10,310,890,1210,1220,4410,5460,4530,2180,480,44747,137568,91018,228586,228586,234851,235193,221552,215080,206100,SEER,1341362,14040,84371,87,62.9,10.5,166.4,18280,116690,, 3 Oct 2024
AZ,2017,1.7,13.5,60.6,32.3,32.6,114.5,139.5,123.2,63.2,15.3,0.7,2.1,10.5,5.4,5.6,17.6,15.2,10.1,6.6,2.4,0.8,9.3,40.9,21.9,22.1,79.3,102.3,93.4,46.6,10.5,855.2,224.1,256.5,248.2,252.6,221.4,149.1,108.5,142.2,229.5,80,1860,5540,7400,7480,26780,33900,27440,13910,3160,30,290,960,1250,1280,4110,3710,2260,1460,500,36,1284,3741,5025,5061,18551,24850,20796,10257,2179,10,290,840,1130,1140,4120,5340,4380,2200,490,44716,137797,91536,229333,229333,233822,242965,222754,220024,207199,SEER,1356097,13310,81694,83.1,60.2,9.8,162.9,17670,112670,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
AZ,2018,1.5,13.1,54.1,29.9,30.2,109.8,134.1,121.9,63.5,15.7,0.7,2.2,9.7,5.3,5.4,17.3,15.1,10.4,6.6,2.4,0.7,8.9,36.2,20.1,20.2,75.6,97.9,92,46.9,10.9,1008.7,241.3,268.9,261.7,266.5,228.9,153.9,113.2,141.4,220.5,70,1780,5130,6920,6990,25950,33370,27530,14290,3300,30,290,920,1220,1250,4090,3750,2350,1490,500,30,1218,3432,4650,4680,17877,24370,20787,10544,2289,NA,270,780,1050,1060,3980,5250,4390,2260,510,46101,136691,94864,231555,231555,236402,248869,225892,224917,209774,SEER,1377409,13440,80547,80.9,58.5,9.8,166.9,17450,111440,, 3 Oct 2024
AZ,2019,1.4,12.2,50,27.8,28.1,103.3,132,119.8,61.9,15.1,0.4,2,9.6,5.2,5.2,17,14.9,10.9,6.4,2.3,0.8,8.3,32.9,18.4,18.6,70.5,96.3,89.8,45.7,10.4,534,246.5,292.1,280.1,282.2,241.8,154.9,121.8,141.2,225,70,1670,4840,6510,6580,24790,33410,27860,14180,3220,20,280,930,1210,1230,4090,3780,2540,1480,500,37,1135,3183,4318,4355,16913,24378,20886,10460,2228,NA,250,730,980,990,3790,5250,4430,2240,500,46754,137362,96763,234125,234125,239926,253106,232649,229018,213403,SEER,1402227,13620,79220,78.5,56.5,9.7,171.9,17210,110040,, 3 Oct 2024
AZ,2020,1.3,10.7,47.7,25.8,26.1,97.9,126.1,116.2,60.5,14.7,0.5,1.9,10.3,5.3,5.4,17.2,15,10.9,6.2,2.2,0.6,7.2,30.3,16.6,16.7,65.8,91.4,86.9,44.8,10.2,892.6,262.4,339.2,319.6,323.7,261.3,163.9,125,137.8,218.8,60,1490,4590,6080,6140,23900,32060,28070,14000,3210,20,260,990,1250,1280,4200,3810,2620,1430,490,28,1000,2916,3916,3944,16069,23223,20991,10360,2227,NA,230,680,910,920,3630,5030,4460,2210,490,47392,139386,96103,235489,235489,244221,254140,241683,231376,218994,SEER,1425903,13820,76814,75.3,53.9,9.7,179.9,16740,107380,, 3 Oct 2024
AR,1988,19.1,76.2,174.9,115.9,119.5,196.1,142.1,73.9,25.6,5.9,5.4,19.1,39.4,27.2,28.2,27.9,15.9,8.9,4.9,1.8,11,46,109.7,71.6,73.7,137.8,103.9,53.4,16.8,3.2,489.7,414.8,358.8,380.3,383.3,202.7,153.1,167.3,292.1,571,320,4090,6310,10390,10710,17390,13240,6730,2170,440,90,1020,1420,2440,2530,2480,1480,810,420,140,183,2467,3956,6423,6606,12219,9677,4865,1425,243,50,600,930,1530,1570,2690,2080,1050,330,60,16615,53607,36066,89673,89673,88651,93179,91136,84712,75749,SEER,523100,7860,35035,96.9,67,15,224.3,7790,50690,, 3 Oct 2024
AR,1992,17.9,70.7,181,115.3,118.8,207.9,149.6,75.5,28.9,5.9,4.7,14,36.7,23.2,24.1,37.6,18.7,10.8,6.3,1.7,10.6,46.1,117.2,74.8,76.9,138.8,107.5,53,18.3,3.3,440.1,303,313.4,309.6,313.2,270.9,174.2,204.3,342.5,521.1,310,3680,6410,10100,10410,17930,12780,7070,2650,500,80,730,1300,2030,2110,3240,1600,1010,580,150,185,2403,4151,6554,6739,11972,9181,4963,1682,283,50,550,960,1510,1560,2720,2000,1090,390,70,17395,52149,35429,87578,87578,86258,85377,93669,91691,84514,SEER,529087,8690,34820,97,65.8,16.4,249.6,7830,51340,, 3 Oct 2024
AR,1996,16.5,63.7,170.8,105.8,109.2,190.2,151.1,79.5,31,5.7,5.9,10.3,24.8,16,17.2,26.2,16.3,8.2,4.8,1.2,8.4,43.6,119.6,73.5,75.2,134.5,111,58.7,21.4,3.6,700.2,235.7,207.4,217.6,228.4,194.7,146.4,139.7,223.9,340.3,320,3690,6420,10110,10430,16770,12770,7440,3050,530,110,600,930,1530,1640,2310,1370,770,470,120,161,2528,4498,7026,7187,11861,9380,5493,2112,338,40,570,990,1560,1600,2600,2010,1180,470,80,19243,57936,37613,95549,95549,88180,84503,93568,98661,93399,SEER,553860,6680,36371,92.1,65.7,12.1,183.7,7940,50990,, 3 Oct 2024
AR,2000,11.9,50.8,153.9,92.8,95.1,194.9,155.6,86.2,30.9,7.1,3.2,7.8,18.8,12.3,12.9,22.7,15.4,7.9,4.2,1.3,6.9,35.2,111,66,67.4,141.6,115.6,64.6,21.9,4.7,464.8,221.1,169.5,185.8,191.4,160,133,121.7,190.8,266.9,220,2920,6070,8990,9210,17680,13530,7570,3110,710,60,450,740,1190,1250,2060,1340,690,420,130,130,2021,4379,6400,6530,12852,10049,5673,2206,473,30,450,950,1400,1430,2780,2140,1200,480,110,18748,57439,39463,96902,96902,90737,86956,87776,100651,100196,SEER,563218,5880,37783,92,67.1,10.4,155.6,8140,51810,, 3 Oct 2024
AR,2005,8.8,40.7,139,79.7,81.5,183.4,155.8,97,38.2,7.9,2.6,5.7,12.8,8.5,9,18.1,12.8,9.2,4.9,1.4,5,28.7,104.1,58.6,59.7,136.2,118.1,72.4,27.4,5.3,508.7,198,123.1,145.2,151.4,132.8,108.7,127.6,177.7,265.1,170,2360,5310,7680,7850,17830,14390,8460,3440,800,50,330,490,820,870,1760,1190,810,440,140,98,1667,3979,5646,5744,13242,10908,6313,2462,539,20,370,840,1210,1240,2820,2300,1340,540,120,19530,58060,38219,96279,96279,97189,92360,87213,89850,101584,SEER,564475,5200,39208,93.5,69.5,9.2,132.6,8360,52770,, 3 Oct 2024
AR,2006,9,43.5,146.7,84.2,85.9,193.6,157.2,98.1,39.7,8.1,2.6,6.5,15.7,10.2,10.7,18,13.4,8.4,5.3,1.6,5.1,30.3,107.8,60.8,61.8,144.8,118.8,74,28.3,5.3,518,216.1,146,167.2,172.8,124.5,112.8,113.7,186.6,306.7,170,2580,5650,8230,8400,18670,15160,8470,3640,810,50,390,610,990,1040,1740,1290,730,480,160,97,1794,4152,5946,6043,13967,11447,6390,2587,527,20,400,890,1290,1310,2970,2420,1350,570,120,19101,59242,38516,97758,97758,96435,96388,86295,91533,100043,SEER,568452,5450,40961,97,72.1,9.6,132.9,8740,55140,, 3 Oct 2024
AR,2007,9.1,43.2,143.5,83.1,84.8,195.6,158.1,99,42.1,8.3,2.4,6,15.8,9.9,10.4,19.2,13.5,9.1,5.8,1.8,5.4,30.5,105.1,60.1,61.2,145.4,119.3,74.1,29.8,5.3,444.9,196.8,150.7,164.8,169.5,132,113.1,123.4,194.6,344.5,170,2560,5620,8190,8360,18780,15520,8510,3890,810,50,360,620,980,1020,1840,1330,790,540,180,103,1809,4117,5926,6029,13960,11715,6369,2753,515,30,400,890,1280,1310,2980,2480,1350,600,120,19115,59368,39176,98544,98544,96034,98159,85904,92510,97890,SEER,569041,5690,41341,98.2,72.7,10,137.6,8840,55870,, 3 Oct 2024
AR,2008,8.3,43.4,139,82.5,84.1,186.9,156.3,101.1,39.9,8.4,3.1,6.2,15.1,9.8,10.4,18.9,13.9,9.7,5.1,1.8,4.1,30.5,102,59.8,60.5,138.4,117.5,75.4,28.6,5.3,754.7,203.7,147.7,164.6,172,136.7,118.1,128,178.9,343.1,150,2550,5660,8200,8360,18080,15290,8810,3710,800,60,360,610,980,1030,1830,1360,840,480,170,76,1789,4151,5940,6016,13392,11497,6570,2658,505,20,390,890,1290,1310,2860,2440,1400,580,120,18621,58717,40690,99407,99407,96757,97839,87138,93015,94923,SEER,569079,5710,40638,96.7,71.4,10,140.6,8700,55050,, 3 Oct 2024
AR,2009,7.6,41.5,132.1,79.5,80.9,180.3,156.6,98.1,38.4,7.6,2.3,5.9,13.7,9.1,9.6,18.9,14.5,8.8,5.2,1.6,4.2,29.2,97.5,57.8,58.6,133,117.2,73.6,27.2,4.9,552.6,200.4,140.6,158.2,163.5,141.8,123.9,120.1,192.3,323.5,140,2400,5500,7900,8050,17600,15250,8770,3570,700,40,340,570,910,950,1840,1410,790,490,150,78,1690,4063,5753,5831,12979,11410,6582,2529,453,20,370,870,1240,1260,2780,2420,1400,550,110,18628,57798,41672,99470,99470,97614,97357,89380,92855,92247,SEER,568923,5630,39784,94.8,69.9,9.9,141.5,8520,53940,, 3 Oct 2024
AR,2010,6.7,35.6,125.5,72.9,74.2,166.9,153.7,98.8,39.7,8.3,1.8,5.4,13.7,8.8,9.2,17.7,13.7,9.4,5.2,1.7,4,24.7,92.1,52.7,53.4,122.9,115.5,73.7,28.3,5.3,446.5,217,148.5,167.3,171.3,143.8,118.3,128.2,182.6,327.3,130,2060,5170,7240,7370,16650,14750,9090,3640,760,30,310,560,870,910,1760,1310,870,480,160,76,1435,3794,5229,5305,12259,11090,6778,2602,485,20,320,820,1130,1150,2630,2350,1440,570,110,19075,58045,41210,99255,99255,99773,96003,92005,91842,91562,SEER,570440,5490,38519,91.6,67.5,9.6,142.4,8250,52260,, 3 Oct 2024
AR,2011,5.9,32.5,119.7,68.1,69.3,160.9,157.2,100.1,39.8,8.8,2.1,4.5,12.4,7.7,8.1,16.8,13.5,8.6,4.7,1.7,2.9,22.9,88.4,49.7,50.3,118.7,118.6,75.5,28.8,5.8,724.8,197.1,139.7,155.4,162,141.3,114.2,113.6,164.7,292,110,1870,4770,6640,6760,16560,15030,9410,3580,810,40,260,490,750,790,1730,1290,810,430,160,57,1323,3522,4845,4902,12214,11338,7105,2595,535,20,290,750,1040,1060,2620,2400,1500,560,120,19445,57728,39824,97552,97552,102902,95626,94057,90130,92989,SEER,573256,5210,38689,91,67.5,9.1,134.6,8260,52150,, 3 Oct 2024
AR,2012,5.1,30.4,109,61.8,62.9,157.1,152.9,102.7,42.6,8.5,1.4,4.6,10.8,7.1,7.3,16.2,12.2,8.8,4.8,1.8,3,21.1,81,45.1,45.7,116.1,116.2,77.5,31.1,5.4,456.5,216.7,133.4,156.8,160.7,139.7,104.7,113.6,155.5,332.3,100,1760,4210,5970,6070,16430,14600,9790,3810,800,30,260,420,680,710,1700,1160,840,430,170,58,1222,3127,4349,4407,12136,11104,7386,2776,510,10,270,670,940,950,2600,2340,1560,600,120,19415,57910,38626,96536,96536,104554,95523,95317,89269,93881,SEER,575080,5010,38319,89.5,66.6,8.7,130.7,8160,51490,, 3 Oct 2024
AR,2013,3.3,25.5,108,58.2,58.8,151,154.2,100.9,42.9,9.3,0.9,3.4,9.6,5.8,6,14.6,13.3,8.6,4.7,1.9,1.9,18.2,81.2,43.1,43.5,112.4,116.4,76.3,31.4,6,487.7,186.2,118.2,135.6,138.7,130.1,113.9,112.6,150.5,313.1,60,1490,4120,5610,5670,15870,14700,9700,3850,870,20,200,370,560,580,1540,1260,820,420,180,37,1059,3096,4155,4192,11817,11089,7324,2818,564,NA,230,660,890,900,2520,2340,1550,610,130,19490,58240,38115,96355,96355,105123,95292,96052,89605,94006,SEER,576433,4810,37804,87.9,65.6,8.3,127.2,8040,50650,, 3 Oct 2024
AR,2014,3.4,22.4,98.8,52.6,53.3,150.5,155.4,106.8,43.9,9.3,0.7,2.7,8.6,5,5.2,13.3,12.2,7.7,4.2,1.7,2.2,16.2,74.5,39.3,39.7,113.2,118.3,81.9,32.7,6.2,309.6,166.9,115.1,128.1,130.1,117.7,103.3,94.1,128.7,283.6,70,1310,3760,5070,5140,15770,14950,10270,3960,870,10,160,330,480,500,1400,1180,740,380,160,43,945,2837,3782,3825,11862,11378,7882,2951,574,NA,200,600,800,810,2510,2390,1650,630,130,19696,58274,38078,96352,96352,104817,96200,96221,90254,93197,SEER,577041,4350,38472,88.3,66.7,7.5,113.2,8130,50960,, 3 Oct 2024
